,tweet,tweet_length,tweet_cleaned
1455,@chrisrockoz convince me u r'nt supporting <e>Obama</e> only becuz he's <a>black</a> as u,89,"['chrisrockoz', 'convince', 'u', 'support', 'Obama', 'becuz', 'black', 'u']"
1456,@jpodhoretz : Hillary Clinton should resign. <e>Obama</e> ultimately responsible for disastrous #SmartPower <a>foreign policy fiasco</a>.,137,"['jpodhoretz', 'Hillary', 'Clinton', 'resign', 'Obama', 'ultimately', 'responsible', 'disastrous', 'SmartPower', 'foreign', 'policy', 'fiasco']"
1457,@DanaPerino Do you think <a>Hilary accepted blame</a> just to make <e>Obama</e> look weak &amp; ultimately take him down without blatantly doing so?,148,"['DanaPerino', 'think', 'Hilary', 'accept', 'blame', 'make', 'Obama', 'look', 'weak', 'amp', 'ultimately', 'take', 'without', 'blatantly']"
1458,@BlueballsNina Amen! Wish all cud see like we do! We have what we need to rid <e>Obama</e> from all Americans! Before he gets us any deeper in <a>debt</a>,154,"['BlueballsNina', 'Amen', 'Wish', 'cud', 'see', 'like', 'need', 'rid', 'Obama', 'Americans', 'get', 'us', 'deeper', 'debt']"
1459,@DennisDMZ Fact Check: <a>Retired Army Major</a> Calls BS (Literally) on <e>Obama</e> Surrogate's <a>Libya Claims</a>  http://t.co/cfpAkzF4 via @BreitbartNews,158,"['DennisDMZ', 'Fact', 'Check', 'Retired', 'Army', 'Major', 'Calls', 'BS', 'Literally', 'Obama', 'Surrogate', 'Libya', 'Claims', 'http', 'via', 'BreitbartNews']"
1460,Rudy fires back: CNN Host<a> Goes to Battle</a> for <e>Obama</e>: http://t.co/HZWmlTHM #tcot #teaparty #GOP2012 #resist44,121,"['Rudy', 'fire', 'back', 'CNN', 'Host', 'Goes', 'Battle', 'Obama', 'http', 'tcot', 'teaparty']"
1461,"@notalemming That's why <e>Obama</e> <a>MUST GO</a>!  Even in Republicans control house and senate, he will go around them with new agency rules or EOs",151,"['notalemming', 'Obama', 'MUST', 'GO', 'Even', 'Republicans', 'control', 'house', 'senate', 'go', 'around', 'new', 'agency', 'rule', 'EOs']"
1462,@DRUDGE_REPORT So <e>Obama</e> doesn't like to <a>schmooze</a> or gladhand but instead cares about <a>policy</a> and results. Sign me up! #Obama2012,148,"['DRUDGE_REPORT', 'Obama', 'like', 'schmooze', 'gladhand', 'instead', 'care', 'policy', 'result', 'Sign']"
1463,Who's surprised gutless <e>Obama</e> is <a>hiding behind </a>a woman in a pantsuit? #tcot,89,"['surprise', 'gutless', 'Obama', 'hide', 'behind', 'woman', 'pantsuit', 'tcot']"
1464,@chopra2ka @sherryrehman Will the revelation of <e>Obama</e>'s <a>Anti-Christ Goddess religion</a> sink his campaign? http://t.co/nIUF74Qa,138,"['sherryrehman', 'revelation', 'Obama', 'Goddess', 'religion', 'sink', 'campaign', 'http']"
1465,"@charliespiering When is <e>Obama</e>, Rice, Carney, and Clinton going to apologize for <a>public lynching of video producer</a>? #election2012",143,"['charliespiering', 'Obama', 'Rice', 'Carney', 'Clinton', 'go', 'apologize', 'public', 'lynch', 'video', 'producer']"
1466,'#<e>Obama</e> is not a brown skinned <a>anti-war socialist</a> who gives away <a>free healthcare</a>. You're thinking of #Jesus.' - john fugelsang,147,"['Obama', 'brown', 'skin', 'socialist', 'give', 'away', 'free', 'healthcare', 'think', 'Jesus', 'john', 'fugelsang']"
1467,@AnaRomanik @BretBaier @JackieColemanYo  bet <e>Obama</e> would like a <a>Monarchy</a>...or like the <a>Peron era</a> where Eva literally threw <a>cash</a> @ the people,168,"['AnaRomanik', 'BretBaier', 'JackieColemanYo', 'bet', 'Obama', 'would', 'like', 'Monarchy', 'like', 'Peron', 'era', 'Eva', 'literally', 'throw', 'cash', 'people']"
1468,@BarackObama <a>followers are threatening to riot</a> if he's not re-elected? Same mentality as #<e>Obama</e> himself. What about #democracy folks? #tcot,153,"['BarackObama', 'followers', 'threaten', 'riot', 'mentality', 'Obama', 'democracy', 'folks', 'tcot']"
1469,@GovExec <e>Obama</e> should take the blame not Hillary Clinton on <a>Libya</a>; he is one <a>Teflon</a> President,114,"['GovExec', 'Obama', 'take', 'blame', 'Hillary', 'Clinton', 'Libya', 'one', 'Teflon', 'President']"
1470,The disgraceful truth is that <e>Obama</e> and his coterie of praetorians are lying for <a>political reasons</a>. http://t.co/Lqb3RtGT #Benghazi,144,"['disgraceful', 'truth', 'Obama', 'coterie', 'praetorians', 'lie', 'political', 'reason', 'http', 'Benghazi']"
1471,@EdHenryTV @MarkKnoller More #<e>Obama</e> <a>Green Energy</a> FAIL http://t.co/n9UoD3wt  Force any1 voting @BarackObama to buy electric car! #lib #tcot O,154,"['EdHenryTV', 'MarkKnoller', 'Obama', 'Green', 'Energy', 'FAIL', 'http', 'Force', 'vote', 'BarackObama', 'buy', 'electric', 'car', 'lib', 'tcot']"
1472,MAKE IT GO VIRAL! #<a>Ohio Miners fight back</a> against <e>Obama</e> Lies #OhioCoalMiners http://t.co/wP4RoAbr #Obama #War on #Coal #FightForJobs #quote*,154,"['MAKE', 'GO', 'VIRAL', 'Ohio', 'Miners', 'fight', 'back', 'Obama', 'Lies', 'OhioCoalMiners', 'http', 'Obama', 'War', 'Coal', 'FightForJobs', 'quote']"
1473,@AHMalcolm PRESIDENT <e>OBAMA</e>'S <a>JOB PERFORMANCE</a> DOES NOT WARRANT REELECTION- I've posted sarcastic reasons to reelect him #whyreelectobama,149,"['AHMalcolm', 'PRESIDENT', 'OBAMA', 'JOB', 'PERFORMANCE', 'WARRANT', 'REELECTION', 'post', 'sarcastic', 'reason', 'reelect', 'whyreelectobama']"
1474,@DLoesch @EricBoehlert <e>obama</e> did his <a>apology</a> tour why can't this tool do one?,91,"['DLoesch', 'EricBoehlert', 'obama', 'apology', 'tour', 'ca', 'tool', 'one']"
1475,"@Daggy1 unfortunately, <e>Obama</e> doesn't want us out of the mess :(",70,"['unfortunately', 'Obama', 'want', 'us', 'mess']"
1476,"@BIZPACReview <e>Obama</e> will answer the jobs r in rebuilding<a> American embassies,schools&amp;chicken franchises</a>---yeah thats the ticket.",145,"['BIZPACReview', 'Obama', 'answer', 'job', 'r', 'rebuild', 'American', 'embassies', 'school', 'amp', 'chicken', 'franchise', 'yeah', 'thats', 'ticket']"
1477,@damienhealy @WMPolice Will the revelation of <e>Obama</e>â€™s <a>Anti-Christ Goddess religion</a> sink his campaign? http://t.co/nIUF74Qa,138,"['damienhealy', 'WMPolice', 'revelation', 'Goddess', 'religion', 'sink', 'campaign', 'http']"
1478,"Rush: <e>Obama</e> Blames Hillary for Libya, Kerry for the <a>Debate</a> -- and Bush for Everything Else http://t.co/pq7W2Cz0 #tcot",131,"['Rush', 'Obama', 'Blames', 'Hillary', 'Libya', 'Kerry', 'Debate', 'Bush', 'Everything', 'Else', 'http', 'tcot']"
1479,@AnneHeche  <e>Obama</e> has already <a>lost</a> because of his covering up for the NOOSES @ http://t.co/2ZN5iGWf Obama is Joe Paterno!,135,"['AnneHeche', 'Obama', 'already', 'lose', 'cover', 'NOOSES', 'http', 'Obama', 'Joe', 'Paterno']"
1480,With <a>Gas Prices</a> at Record Levels <e>Obama</e> Cuts Off<a> Drilling in Half of Alaska</A>â€™s National Petroleum Reserve http://t.co/eAQ0Ng06,147,"['Gas', 'Prices', 'Record', 'Levels', 'Obama', 'Cuts', 'Drilling', 'Half', 'National', 'Petroleum', 'Reserve', 'http']"
1481,@CRNC #<e>Obama</e> is a Keynesian. Keynes was a fraud: http://t.co/EqgI6xo8,76,"['CRNC', 'Obama', 'Keynesian', 'Keynes', 'fraud', 'http']"
1482,"@DRUDGE_REPORT <e>Obama</e> fails to mention FACTS about HIS <a>failures</a>. Instead, he <a>lies</a> and says everything is just fine! It's time to fire him!",158,"['DRUDGE_REPORT', 'Obama', 'fail', 'mention', 'FACTS', 'failures', 'Instead', 'lie', 'say', 'everything', 'fine', 'time', 'fire']"
1483,"Today in 2008: <e>Barack Obama</e> Misled in <a>Debate</a> on Born Alive Infants Protection Act, Abortion http://t.co/DvuphT28 #prolife",135,"['Today', 'Barack', 'Obama', 'Misled', 'Debate', 'Born', 'Alive', 'Infants', 'Protection', 'Act', 'Abortion', 'http', 'prolife']"
1484,"@NolteNC Well, it's true that <e>Obama</e>'s every move is <a>predicated on the assumption</a> that just enough people are dumb enough to believe him...",152,"['NolteNC', 'Well', 'true', 'Obama', 'every', 'move', 'predicate', 'assumption', 'enough', 'people', 'dumb', 'enough', 'believe']"
1485,@BrianFaughnan @ByronYork How ironic that since convention <e>Obama</e> has been reduced to counting on the <a>Clintons</a> to try to save his sorry butt.,154,"['BrianFaughnan', 'ByronYork', 'ironic', 'since', 'convention', 'Obama', 'reduce', 'count', 'Clintons', 'try', 'save', 'sorry', 'butt']"
1486,"@camanpour For <e>Obama</e> to say he'll NEVER allow <a>Iran to become nuclear</a>, can we ask ""how many yrs he can be president or indeed alive?"".",147,"['camanpour', 'Obama', 'say', 'NEVER', 'allow', 'Iran', 'become', 'nuclear', 'ask', 'many', 'yrs', 'president', 'indeed', 'alive']"
1487,@Dahlia_Johnson @therealrace I'm sorry but anything is better then <e>Obama</e>,79,"['Dahlia_Johnson', 'therealrace', 'sorry', 'anything', 'better', 'Obama']"
1488,@BuzzFeedAndrew Just about every media type misses the point...<e>Obama</e> simply cannot defend his atrocious <a>record</a>,124,"['BuzzFeedAndrew', 'every', 'media', 'type', 'miss', 'point', 'Obama', 'simply', 'defend', 'atrocious', 'record']"
1489,@amnestyOz Will the revelation of <e>Obama</e>â€™s <a>Anti-Christ Goddess religion</a> sink his campaign? http://t.co/nIUF74Qa,126,"['amnestyOz', 'revelation', 'Goddess', 'religion', 'sink', 'campaign', 'http']"
1490,The Wizard of <e>Obama</e>: The president didn't just lose a <a>debate</a>. He lost an entire image of genius and control. - http://t.co/nksxV2fm,145,"['Wizard', 'Obama', 'president', 'lose', 'debate', 'lose', 'entire', 'image', 'genius', 'control', 'http']"
1491,"<e>Obama</e>, you promised to cut the <a>deficit</a> in half by the end of his first term. You have 3 months to pay back YOUR $6T + the $5T you promised.",153,"['Obama', 'promise', 'cut', 'deficit', 'half', 'end', 'first', 'term', 'months', 'pay', 'back', 'promise']"
1492,". . AMERICANS! . . <a>PREDATORS</a>, <a>WARMONGERS</a>, <a>CROOKED</a> &amp; <a>CRIMINALS FIGURES</a>: BARACK <e>OBAMA</e>, GEORGE W. BUSH, BILL &amp; HILLARY CLINTON, GEORGE BUSH SR.",183,"['AMERICANS', 'PREDATORS', 'WARMONGERS', 'CROOKED', 'amp', 'CRIMINALS', 'FIGURES', 'BARACK', 'OBAMA', 'GEORGE', 'W', 'BUSH', 'BILL', 'amp', 'HILLARY', 'CLINTON', 'GEORGE', 'BUSH', 'SR']"
1493,@DanaPerino More #<e>Obama</e> <a>Green Energy</a> FAIL http://t.co/n9UoD3wt  BILL PF01: Force any1 voting @BarackObama to buy electric car! #redeye #tcot,154,"['DanaPerino', 'Obama', 'Green', 'Energy', 'FAIL', 'http', 'BILL', 'Force', 'vote', 'BarackObama', 'buy', 'electric', 'car', 'redeye', 'tcot']"
1494,@eonline: Pres Barack <e>Obama</e> Weighs In on <a>Mariah Carey-Nicki Minaj Feud</a> http://t.co/ImK7tCXu wtf  I'd love @realDonaldTrump  view on this!,151,"['eonline', 'Pres', 'Barack', 'Obama', 'Weighs', 'Mariah', 'Minaj', 'Feud', 'http', 'wtf', 'love', 'realDonaldTrump', 'view']"
1495,"In the 2008 democratic primaries, Hillary asked <e>Obama</e> what he would do with a <a>3 A.M phone call</a>. Now we know. He forwards it to her! #TCOT",151,"['democratic', 'primaries', 'Hillary', 'ask', 'Obama', 'would', 'phone', 'call', 'know', 'forward', 'TCOT']"
1496,"@HuffingtonPost <e>Obama</e> is what he is. America's <a>worst president in history</a>, and his record backs it up. Cannot afford 4 more years of Obama.",153,"['HuffingtonPost', 'Obama', 'America', 'worst', 'president', 'history', 'record', 'back', 'afford', 'years', 'Obama']"
1497,@DavidLimbaugh if <e>Obama</e> thinks he's going to <A>pull the wool over women's eyes</a> .... Think again!,108,"['DavidLimbaugh', 'Obama', 'think', 'go', 'pull', 'wool', 'women', 'eye', 'Think']"
1498,@pir8gold @indyrallen Give <e>Obama</e> the <a>boot</a>! #putonyourbootsAmerica !,81,"['indyrallen', 'Give', 'Obama', 'boot', 'putonyourbootsAmerica']"
1499,"RT-Did you know that according to the new book â€œPresidential Perks Gone Royal,â€ taxpayers <a>spent a $1.4 Billion</a> on the <e>Obama</e> family in 1 year",158,"['know', 'accord', 'new', 'book', 'Perks', 'Gone', 'Royal', 'taxpayers', 'spend', 'Billion', 'Obama', 'family', 'year']"
1500,@EJDionne why doesn't <e>Obama</e>'s web site tell me what he will do the next 4 year on <a>jobs</a> and <a>economy</a>? it just defends what he has done,153,"['EJDionne', 'Obama', 'web', 'site', 'tell', 'next', 'year', 'job', 'economy', 'defend', 'do']"
1501,@AnnetteRAVENEAU @NancyPelosi Will the revelation of <e>Obama</e>â€™s <a>Anti-Christ Goddess religion</a> sink his campaign? http://t.co/nIUF74Qa,145,"['AnnetteRAVENEAU', 'NancyPelosi', 'revelation', 'Goddess', 'religion', 'sink', 'campaign', 'http']"
1502,"@Barack<e>Obama</e> I realized that I am <a>going to college</a> in three years. If <e>Romney</e> becomes president for four years, I don't know if I can go.",157,"['BarackObama', 'realize', 'go', 'college', 'three', 'years', 'Romney', 'become', 'president', 'four', 'years', 'know', 'go']"
1503,@BretBaier When will media incompetents cover <e>Obama</e> &amp; Hillary's joint attack on <a>1st Amendment</a> to cover up their <a>Libya policy/security</a> fail?,164,"['BretBaier', 'media', 'incompetents', 'cover', 'Obama', 'amp', 'Hillary', 'joint', 'attack', 'Amendment', 'cover', 'Libya', 'fail']"
1504,@Blazing_Ben @varneyco @ReaganCtyGalPal Dirty <a>political games</a> are in <e>Obama</e>'s veins. May well be how he won in the past.,133,"['Blazing_Ben', 'varneyco', 'ReaganCtyGalPal', 'Dirty', 'political', 'game', 'Obama', 'vein', 'May', 'well', 'past']"
1505,@JoeBiden...I like and want too much <e>Barack</e> -Biden pairfor another  4 years in white house...this is good for whole world...,131,"['JoeBiden', 'like', 'want', 'much', 'Barack', 'Biden', 'pairfor', 'another', 'years', 'white', 'house', 'good', 'whole', 'world']"
1506,RT <e>Obama</e> in 2010: â€˜Ultimately the buck stops with meâ€™ on <a>security issues</a>. http://t.co/SQn8x6HU  #tcot -- Today: 'Hillary did it!',147,"['RT', 'Obama', 'buck', 'stop', 'security', 'issue', 'http', 'tcot', 'Today']"
1507,@kamilashamsie Will the revelation of <e>Obama</e>â€™s <a>Anti-Christ Goddess religion</a> sink his campaign? http://t.co/nIUF74Qa,130,"['kamilashamsie', 'revelation', 'Goddess', 'religion', 'sink', 'campaign', 'http']"
1508,@kyleraccio all that <e>Obama</e> does is to <a>favour himself</a> and not Americans.changes now or too late,108,"['kyleraccio', 'Obama', 'favour', 'late']"
1509,@genesimmons You are totally correct about Prez. <e>Obama</e>. He is <a>piss poor</a> IMO also.,95,"['genesimmons', 'totally', 'correct', 'Prez', 'Obama', 'piss', 'poor', 'IMO', 'also']"
1510,@libfirebrand @thebradblog Where is the #DepartmentOfJustice when we need it? <a>Absence of prosecution is akin to complicity</a>. #DNC2012 #<e>Obama</e>,153,"['libfirebrand', 'thebradblog', 'DepartmentOfJustice', 'need', 'Absence', 'prosecution', 'akin', 'complicity', 'Obama']"
1511,<e>Obama</e> did not answer a reporter who asked if Clinton was to blame for Benghazi. Practicing not answering questions for tonight's debate.,143,"['Obama', 'answer', 'reporter', 'ask', 'Clinton', 'blame', 'Benghazi', 'Practicing', 'answer', 'question', 'tonight', 'debate']"
1512,"@BigDrewEvans ""<e>obama</e> is <a>racist</a> against whites, and a cult leader of the black panthers""- FOX news",111,"['BigDrewEvans', 'obama', 'racist', 'white', 'cult', 'leader', 'black', 'panthers', 'FOX', 'news']"
1513,@NorahODonnell More #<e>Obama</e> <a>Green Energy FAIL </a>http://t.co/n9UoD3wt  BILL PF01: Force any1 voting @Barack<e>Obama</e> to buy electric car! #lib #dem,160,"['NorahODonnell', 'Obama', 'Green', 'Energy', 'FAIL', 'http', 'BILL', 'Force', 'vote', 'BarackObama', 'buy', 'electric', 'car', 'lib', 'dem']"
1514,@ByronYork @nytimes it's how you know <e>Obama</e> is cratering. Reeks of desperation. Read like Obama talking points. No wonder nyt bleeding $$$$,146,"['ByronYork', 'nytimes', 'know', 'Obama', 'cratering', 'Reeks', 'desperation', 'Read', 'like', 'Obama', 'talk', 'point', 'wonder', 'nyt', 'bleed']"
1515,"@edshow wrong again loser, Ryan is fixing another problem that <a>idiot<a/> <e>Obama</e> won't fix, so lets vote Romney / Ryan and kick Obama out",145,"['edshow', 'wrong', 'loser', 'Ryan', 'fix', 'another', 'problem', 'idiot', 'Obama', 'wo', 'fix', 'let', 'vote', 'Romney', 'Ryan', 'kick', 'Obama']"
1516,"@barrytgoldberg  So which candidate? <e>Obama</e> expands the <a>racist drug war</a>, doesn't help the 1 in 5 kid living in poverty, bombs brown people...",154,"['barrytgoldberg', 'candidate', 'Obama', 'expand', 'racist', 'drug', 'war', 'help', 'kid', 'live', 'poverty', 'bomb', 'brown', 'people']"
1517,How bad is <e>Obama</e>'s <a>economy</a>? Our <a>GDP growth</a> is worse than Cuba... http://t.co/AnXtkqw8 #Unemployment,120,"['bad', 'Obama', 'economy', 'GDP', 'growth', 'worse', 'Cuba', 'http', 'Unemployment']"
1518,@BreitbartNews  #<e>Obama</e> said #<a>America increasingly Naiive</a> https://t.co/0VP9t7gG He thinks he can fool the people all of the time #voteromney,153,"['BreitbartNews', 'Obama', 'say', 'America', 'increasingly', 'Naiive', 'https', 'think', 'fool', 'people', 'time', 'voteromney']"
1519,"@JohnDePetroshow  If President <e>Obama</e> helped you build that swing set, he (Govt) would take full <a>credit</a> even if you helped.",136,"['JohnDePetroshow', 'President', 'Obama', 'help', 'build', 'swing', 'set', 'Govt', 'would', 'take', 'full', 'credit', 'even', 'help']"
1520,Awesome RT @trscoop: Frank Luntz Focus Group Member on <e>Obama</e>: â€œHe <a>lied</a> in 2008 to get (cont) http://t.co/1AQcznoc,129,"['Awesome', 'RT', 'trscoop', 'Frank', 'Luntz', 'Focus', 'Group', 'Member', 'Obama', 'lie', 'get', 'cont', 'http']"
1521,"@birbigs and when he becomes president, he can make women take the blame for his mistakes just like <e>Obama</e>.",113,"['birbigs', 'become', 'president', 'make', 'women', 'take', 'blame', 'mistake', 'like', 'Obama']"
1522,"#<e>Obama</e> <a>administration</a> deserves 4 more years to finish the job. USA, we're on the right track: the process of cleaning up is usually messy",151,"['Obama', 'administration', 'deserve', 'years', 'finish', 'job', 'USA', 'right', 'track', 'process', 'clean', 'usually', 'messy']"
1523,"@brooke_harmer make themselves into something great <e>Obama</e> actually cares for those who make less than an amt to survive w/, while <e>Romney</e>",150,"['brooke_harmer', 'make', 'something', 'great', 'Obama', 'actually', 'care', 'make', 'less', 'amt', 'survive', 'w', 'Romney']"
1524,"Yes, <e>Obama</e> has clearly demonstrated the election is his to <a>lose</a>.",78,"['Yes', 'Obama', 'clearly', 'demonstrate', 'election', 'lose']"
1525,The state that ELECTED him for Governor has no interest in seeing him as President. Check the polls. <e>Obama</e> is killing him in <a>Massachusetts</a>.,153,"['state', 'ELECTED', 'Governor', 'interest', 'see', 'President', 'Check', 'poll', 'Obama', 'kill', 'Massachusetts']"
1526,â€œ@harrisng: Ex <a>Green jobs</a> czar Van Jones getting called out on his biased for <e>Obama</e>â€ Who's calling him out???,127,"['harrisng', 'Ex', 'Green', 'job', 'czar', 'Van', 'Jones', 'get', 'call', 'bias', 'call']"
1527,After November @rmukeshgupta: My timeline is filled with <e>Obama</e>/<e>Romney</e> <a>debate</a>! Sick and tired! Can we talk abt something more interesting?,158,"['November', 'rmukeshgupta', 'timeline', 'fill', 'debate', 'Sick', 'tire', 'talk', 'abt', 'something', 'interest']"
1528,"Gloves off as <e>Obama</e> and <e>Romney</e> tangle on <a>economy</a>, <a>jobs</a>: Fireworks flew early in the second presidential debate b... http://t.co/E1SYx3iV",164,"['Gloves', 'Obama', 'Romney', 'tangle', 'economy', 'job', 'Fireworks', 'fly', 'early', 'second', 'presidential', 'debate', 'b', 'http']"
1529,Ex-DEA chiefs up pressure on <e>Obama</e> to denounce <a>pot legalization</a> measure http://t.co/PNfcDNTW via @seattletimes,124,"['chiefs', 'pressure', 'Obama', 'denounce', 'pot', 'legalization', 'measure', 'http', 'via', 'seattletimes']"
1530,The only thing that <e>Obama</e> can do now is a #Breitbart. #coroner #witness #<e>Romney</e>Ryan2012 #resist44 #tcot,117,"['thing', 'Obama', 'Breitbart', 'coroner', 'witness', 'tcot']"
1531,<e>Obama</e> <e>Romney</e> Testy <a>Pension Fund</a> Confrontation http://t.co/bwVTkiVe,87,"['Obama', 'Romney', 'Testy', 'Pension', 'Fund', 'Confrontation', 'http']"
1532,â€œ@glptweets: Holy Shit! <e>Obama</e> Just Said He Wants An <a>Assault Weapons</a> Ban! â€ there's always been a ban and <e>Romney</e> was for the ban as well!,161,"['glptweets', 'Holy', 'Shit', 'Obama', 'Said', 'Wants', 'Assault', 'Weapons', 'Ban', 'always', 'ban', 'Romney', 'ban', 'well']"
1533,"<e>Romney</e>'s biggest problem is that the <e>Obama</e> who showed up for this <a>debate</a> plays very well in <a>swing states</a> like Ohio, Colo, Va. & Fla.",160,"['Romney', 'biggest', 'problem', 'Obama', 'show', 'debate', 'play', 'well', 'swing', 'state', 'like', 'Ohio', 'Colo', 'Va', 'Fla']"
1534,#<e>Obama</e> still has my <a>vote</a>. #USpolitics #PresidentialDebate,71,"['Obama', 'still', 'vote', 'USpolitics', 'PresidentialDebate']"
1535,It's sad b/c <e>Obama</e> neglected his aunt and brother.... Doesn't live up to his <a>heritage</a> #vote<e>Romney</e>,118,"['sad', 'Obama', 'neglect', 'aunt', 'brother', 'live', 'heritage', 'voteRomney']"
1536,"Now see I got an email from BOTH <e>Romney</e> and <e>Obama</e> asking for <a>money</a>, and when  I responded asking for money the email won't go through",154,"['see', 'get', 'email', 'Romney', 'Obama', 'ask', 'money', 'respond', 'ask', 'money', 'email', 'wo', 'go']"
1537,<e>Romney</e> better be glad we have a calm and respectful President...I would have to repent after a conversation with him! #ijs #Team<e>Obama</e>,147,"['Romney', 'better', 'glad', 'calm', 'respectful', 'President', 'would', 'repent', 'conversation', 'ijs', 'TeamObama']"
1538,"@itsWillyFerrell Well <e>Obama</e> can't even give a direct response to a direct <e>Romney</e> anyquestion.. So maybe suck on that, bigWillyFerrell.",148,"['itsWillyFerrell', 'Well', 'Obama', 'ca', 'even', 'give', 'direct', 'response', 'direct', 'Romney', 'anyquestion', 'maybe', 'suck', 'bigWillyFerrell']"
1539,We have to get media people out of the <a>debate process</a>. Candy Crowleys performance sucked! <e>Obama</e> had her by the nose ring. What a joke!,148,"['get', 'media', 'people', 'debate', 'process', 'Candy', 'Crowleys', 'performance', 'suck', 'Obama', 'nose', 'ring', 'joke']"
1540,"Look out for the next 3 weeks, now that the MSM is no longer hiding their bias for <e>Obama</e>, and <e>Romney</e> continues to surge in <a>popularity</a>.",155,"['Look', 'next', 'weeks', 'MSM', 'longer', 'hide', 'bias', 'Obama', 'Romney', 'continue', 'surge', 'popularity']"
1541,"Damn right Im for <e>Obama</e> because I need to keep my financial aid for college, and I need to stay on my mom's insurance till im 25 ;-)",139,"['Damn', 'right', 'Im', 'Obama', 'need', 'keep', 'financial', 'aid', 'college', 'need', 'stay', 'mom', 'insurance', 'till', 'im']"
1542,Focus group in nev. show huge switch from <e>Obama</e> to <e>Romney</e> from undecided's after debate,101,"['Focus', 'group', 'nev', 'show', 'huge', 'switch', 'Obama', 'Romney', 'undecided', 'debate']"
1543,<e>Obama</e> 4 or years!!!!!!,29,"['Obama', 'years']"
1544,"Thus, unless I act quickly I most likely will never be able to own one; I don't think <e>Obama</e> would set a limit on such a law.",131,"['Thus', 'unless', 'act', 'quickly', 'likely', 'never', 'able', 'one', 'think', 'Obama', 'would', 'set', 'limit', 'law']"
1545,Hostile workplace - the #WarOn<a>Women</a> within the <e>Obama</e> administration http://t.co/zDUY37qi,102,"['Hostile', 'workplace', 'WarOnWomen', 'within', 'Obama', 'administration', 'http']"
1546,@brithume <e>Obama</e> is the biggest lier I have ever heard.,61,"['brithume', 'Obama', 'biggest', 'lier', 'ever', 'hear']"
1547,"@TMZLive Sorry Harvey, <e>Obama</e> is the winner.",50,"['TMZLive', 'Sorry', 'Harvey', 'Obama', 'winner']"
1548,"Report: <e>Obama</e> campaign turning grim on <a>Florida</a>, <a>Virginia</a>, <a>North Carolina</a> â€” and Colorado? Â« Hot Air http://t.co/kD8o4vxj via @hotairblog",166,"['Report', 'Obama', 'campaign', 'turn', 'grim', 'Florida', 'Virginia', 'North', 'Carolina', 'Colorado', 'Â', 'Hot', 'Air', 'http', 'via', 'hotairblog']"
1549,@secupp - Best #<e>Obama</e> #Economic moments = #CLASSWARFARE!,63,"['secupp', 'Best', 'Obama', 'Economic', 'moments', 'CLASSWARFARE']"
1550,"<e>Obama</e>'s Predatory <a>Debate</a> Moves Reveal His Political Prowess: This article is by Jim Camp, the founder and chief executive of the Camp...",150,"['Obama', 'Predatory', 'Debate', 'Moves', 'Reveal', 'Political', 'Prowess', 'article', 'Jim', 'Camp', 'founder', 'chief', 'executive', 'Camp']"
1551, Obama is very well spoken.,27,"['Obama', 'well', 'speak']"
1552,VIDEO 1 of 3: Biden laughs about Iranian Nukes as <e>Obama</e> lets Hezbollah cross US borders. NO ONE ELSE LAUGHING BUT IRAN. http://t.co/pw2fdzhW,147,"['VIDEO', 'Biden', 'laugh', 'Iranian', 'Nukes', 'Obama', 'let', 'Hezbollah', 'cross', 'US', 'border', 'ONE', 'ELSE', 'LAUGHING', 'IRAN', 'http']"
1553,@tyramail @BarackObama You saw the real <e>Obama</e> in the first debate.I believe he will be just as discombobulated tonight!,126,"['tyramail', 'BarackObama', 'saw', 'real', 'Obama', 'first', 'believe', 'discombobulate', 'tonight']"
1554,"I don't care if you are <e>Obama</e>, you do NOT tell me what to wear.",70,"['care', 'Obama', 'tell', 'wear']"
1555,#Ohio #Michigan ??? RT @amandacarpenter: I wonder how many Hillary supporters think it's fair for <e>Obama</e> to let her take the fall on this.,144,"['Ohio', 'Michigan', 'RT', 'amandacarpenter', 'wonder', 'many', 'Hillary', 'supporters', 'think', 'fair', 'Obama', 'let', 'take', 'fall']"
1556,LOL! <e>Obama</e> campaign using bill collector tactics to shame their voters into donating to the campaign! They deserve it. http://t.co/53jZUal3,146,"['LOL', 'Obama', 'campaign', 'use', 'bill', 'collector', 'tactics', 'shame', 'voters', 'donate', 'campaign', 'deserve', 'http']"
1557,"@EricThePipe @richarddawkins will claim <e>Obama</e> isn't Xian, but a lying atheist; and yet he complains that atheist politicians aren't trusted!",147,"['EricThePipe', 'richarddawkins', 'claim', 'Obama', 'Xian', 'lie', 'atheist', 'yet', 'complain', 'atheist', 'politicians', 'trust']"
1558,â€œ@Barack<e>Obama</e>: President <e>Obama</e>â€™s counting on you to vote: http://t.co/jftIgCJY #RegToVoteâ€America repent and pray now.,138,"['BarackObama', 'President', 'count', 'vote', 'http', 'repent', 'pray']"
1559,"***<e>Obama</e> Owns Shares of #Sensata, Personally Benefits by Outsourcing of Jobs to China http://t.co/nMIYO2FB",113,"['Obama', 'Owns', 'Shares', 'Sensata', 'Personally', 'Benefits', 'Outsourcing', 'Jobs', 'China', 'http']"
1560,@ToddKincannon @billyscoggins finally they proved it. <e>Obama</e> would never have asked the IRS to go over every # and word of Mitt's taxes.,142,"['ToddKincannon', 'billyscoggins', 'finally', 'prove', 'Obama', 'would', 'never', 'ask', 'IRS', 'go', 'every', 'word', 'Mitt', 'tax']"
