,tweet,tweet_length,tweet_cleaned
1653, <e>Romney</e>'s personality just irks me,41,"['Romney', 'personality', 'irk']"
1654, <e>Romney</e> is a <a>misogynist</a>,37,"['Romney', 'misogynist']"
1655, Why <e>Romney</e> Screwed Up the <a>Libya</a> Question http://t.co/QwKqZFQm via @motherjones,93,"['Romney', 'Screwed', 'Libya', 'Question', 'http', 'via', 'motherjones']"
1656, Mitt <e>Romney</e> is the biggest fraud to ever run for <a>president</a>,73,"['Mitt', 'Romney', 'biggest', 'fraud', 'ever', 'run', 'president']"
1657, Mitt <e>Romney</e> is acting like a real dick,46,"['Mitt', 'Romney', 'act', 'like', 'real', 'dick']"
1658, <e>Romney</e> bullied a <a>gay</a> student in high school http://t.co/R6pGs4QR via @zite,89,"['Romney', 'bully', 'gay', 'student', 'high', 'school', 'http', 'via', 'zite']"
1659, #CrazyDemocracy Mitt <e>Romney</e> missed a big opportunity to attack Barack Obama on his answer about the attacks in <a>Libya</a>. http://t.co/Tdx3lzzE,153,"['CrazyDemocracy', 'Mitt', 'Romney', 'miss', 'big', 'opportunity', 'attack', 'Barack', 'Obama', 'answer', 'attack', 'Libya', 'http']"
1660, Mitt <e>Romney</e> don't <a>pay no tax</a>,43,"['Mitt', 'Romney', 'pay', 'tax']"
1661, <e>Romney</e> Caught <a>Lying</a>,34,"['Romney', 'Caught', 'Lying']"
1662, If <e>Romney</e> has to keep apologizing tor the <a>47%</a> thing,66,"['Romney', 'keep', 'apologize', 'tor', 'thing']"
1663, #<a>IDontHaveTimeFor Mitt</a> <e>Romney</e>,44,"['IDontHaveTimeFor', 'Mitt', 'Romney']"
1664, #<e>Romney</e> can't <a>win</a> for losing,43,"['Romney', 'ca', 'win', 'lose']"
1665, I'm not going to even <a>tweet my opinion</a> on <e>Romney</e>...#Ugh,70,"['go', 'even', 'tweet', 'opinion', 'Romney', 'Ugh']"
1666, If <e>Romney</e> wins I'll lose all <a>faith in America</a>. #notevenjoking,76,"['Romney', 'win', 'lose', 'faith', 'America', 'notevenjoking']"
1667, <e>Romney</e> is <a>out of his mind</a>,40,"['Romney', 'mind']"
1668, Mitt <e>Romney</e> is so fucking <a>unprofessional and disrespectful</a>. Bama should of dropped his ass.,106,"['Mitt', 'Romney', 'fuck', 'unprofessional', 'disrespectful', 'Bama', 'drop', 'ass']"
1669, <e>Romney</e>. Yesterday you were about burying the <a>middle class</a> and now you say you want to unbury them? The leaves can change,135,"['Romney', 'Yesterday', 'bury', 'middle', 'class', 'say', 'want', 'unbury', 'leave', 'change']"
1670, <e>Romney</e> reminds me of another <a>Bush</a>.. #Notgood #ahh #USPresidentialDebate,86,"['Romney', 'remind', 'another', 'Bush', 'Notgood', 'ahh', 'USPresidentialDebate']"
1671, Fuck Mitt <e>Romney</e> I really hope he doesn't become <a>president</a>. He's a fucking self centered joke.,109,"['Fuck', 'Mitt', 'Romney', 'really', 'hope', 'become', 'president', 'fuck', 'self', 'center', 'joke']"
1672, Mitt <e>Romney</e>'s <a>Binder Full of Women</a> http://t.co/qIiHweeI,70,"['Mitt', 'Romney', 'Binder', 'Full', 'Women', 'http']"
1673, <e>Romney</e> can go to hell,29,"['Romney', 'go', 'hell']"
1674, I dnt <a>like</a> this Mitt <e>Romney</e> guy.,47,"['dnt', 'like', 'Mitt', 'Romney', 'guy']"
1675, <e>Romney</e> lying his ass of during the <a>debate</a>.. What else is new..,77,"['Romney', 'lie', 'ass', 'debate', 'else', 'new']"
1676, <e>Romney</e> old wack ass,27,"['Romney', 'old', 'wack', 'ass']"
1677,<e>Woman</e> for <a>Romney</a> just don't exist. Unless there dumb. #sorrynotsorry #obama #fuckromney,101,"['Woman', 'Romney', 'exist', 'Unless', 'dumb', 'sorrynotsorry', 'obama', 'fuckromney']"
1678,Pres did a good job tonight. <e>Romney</e> looked like the <a>underdog.</a> Questions were shit. That about sums that up.,121,"['Pres', 'good', 'job', 'tonight', 'Romney', 'look', 'like', 'underdog', 'Questions', 'shit', 'sum']"
1679,President Obama came harder tonight and all I heard was <a>lies</a> from <e>Romney.</e>,87,"['President', 'Obama', 'come', 'harder', 'tonight', 'hear', 'lie', 'Romney']"
1680,NOBODY LIKES A <a>LIAR!!!</a> Like <e>#Romney</e>,49,"['NOBODY', 'LIKES', 'LIAR', 'Like', 'Romney']"
1681,<e>Romney</e> 40:50 <a>#bindersfullofwomen</a> Omfg!! Is the real deal? http://t.co/DL2GrdSI,92,"['Romney', 'bindersfullofwomen', 'Omfg', 'real', 'deal', 'http']"
1682,@BuffNastyAndy are you kidding .. <e>Romney</e> is <a>SHIT</a> .   NOT the shit just plain shit,95,"['BuffNastyAndy', 'kid', 'Romney', 'SHIT', 'shit', 'plain', 'shit']"
1683,"Fox News is attacking Candy Crowley for ""real-time fact-checking"" Romney on the Libya act of terror remark. Give it up, <e>Obama</e>  <a>won</a> debate!!!",154,"['Fox', 'News', 'attack', 'Candy', 'Crowley', 'Romney', 'Libya', 'act', 'terror', 'remark', 'Give', 'Obama', 'debate']"
1684,I hate how some people vote jus cause of race.... I can't <e>stand</e> <a>Romney</a> and I'm white,98,"['hate', 'people', 'vote', 'jus', 'cause', 'race', 'ca', 'stand', 'Romney', 'white']"
1685,<e>Romney's</e> comments about equal pay for women were very <a>offensive!</a>,78,"['Romney', 'comment', 'equal', 'pay', 'women', 'offensive']"
1686,"<e>Romney</e> is a <a>liar</a> and a flip flopper, he doesn't even have full proof plan and Obama finally called him out on it tonight. Haha",140,"['Romney', 'liar', 'flip', 'flopper', 'even', 'full', 'proof', 'plan', 'Obama', 'finally', 'call', 'tonight', 'Haha']"
1687,"Bad <a>response</a> on the assault weapons- weak, But <e>Romney's</e> response is even worse....It was Excellent Close!    Bruce & BrianGood night!B",148,"['Bad', 'response', 'assault', 'weapons', 'weak', 'Romney', 'response', 'even', 'worse', 'Excellent', 'Close', 'Bruce', 'BrianGood', 'night', 'B']"
1688,"@johnnycate i think the same. <e>Romney</e> <a>missed</a> a few crucial opps and Obama did well with his answers, as ""dodgy"" as they might have been",148,"['johnnycate', 'think', 'Romney', 'miss', 'crucial', 'opps', 'Obama', 'well', 'answer', 'dodgy', 'might']"
1689,My TimeLine looking like <e>Obama</e> Obama Obama <a>F**k</a> Romney Obama Obama & some hoe talkin bout she lonely,114,"['TimeLine', 'look', 'like', 'Obama', 'Obama', 'Obama', 'F', 'k', 'Romney', 'Obama', 'Obama', 'hoe', 'talkin', 'bout', 'lonely']"
1690,4 candy canes <a>for</a> Obama. You go Obama! And <e>none</e> for mitt <a>Romney.</a>,85,"['candy', 'can', 'Obama', 'go', 'Obama', 'none', 'mitt', 'Romney']"
1691,#bindersfullofwomen WHAT A PUTZ! <e>Romney</e> <a>doesn't</a> <a>deserve</a> the honor of President of the United States,120,"['bindersfullofwomen', 'PUTZ', 'Romney', 'deserve', 'honor', 'President', 'United', 'States']"
1692,"We played a debate drinking game. I drank whenever <e>Romney</e> <a>lied,</a> and he drank whenever Obama lied. Needless to say, I drank a lot.",143,"['play', 'debate', 'drink', 'game', 'drink', 'whenever', 'Romney', 'lie', 'drink', 'whenever', 'Obama', 'lie', 'Needless', 'say', 'drink', 'lot']"
1693,@MandiElyse my family would probably benefit from the <e>Romney</e> <a>tax</a> cuts but I would never vote for him either. Its about the country not me.,152,"['MandiElyse', 'family', 'would', 'probably', 'benefit', 'Romney', 'tax', 'cut', 'would', 'never', 'vote', 'either', 'country']"
1694,I feel comforted to know that <e>Romney</e> has <a>#bindersfullofwomen</a>,74,"['feel', 'comfort', 'know', 'Romney', 'bindersfullofwomen']"
1695,@Mitteomney @BarackObama We the ppl of the United States will always remember the <a>47%</a> that Mitt <e>Romney</e> dismissed!!!! SMH,134,"['Mitteomney', 'BarackObama', 'ppl', 'United', 'States', 'always', 'remember', 'Mitt', 'Romney', 'dismiss', 'SMH']"
1696,"@WardBrenda @BarackObama The Libya is not an issue for this <e>election.Romney</e> <a>lied.CNN</a> fact checker.We want a debate to learn the truth,sham!",153,"['WardBrenda', 'BarackObama', 'Libya', 'issue', 'fact', 'want', 'debate', 'learn', 'truth', 'sham']"
1697,"@JamesDaGirl yeah, and from wat I watched, I still see <e>Romney</e> saying much while saying <a>nothing</a> lol and Obama hit on that 47% comment too",150,"['JamesDaGirl', 'yeah', 'wat', 'watch', 'still', 'see', 'Romney', 'say', 'much', 'say', 'nothing', 'lol', 'Obama', 'hit', 'comment']"
1698,@J_S_S_Smooth <e>Romney</e> is <a>old</a> school politics and anyone who votes for him...,89,"['J_S_S_Smooth', 'Romney', 'old', 'school', 'politics', 'anyone', 'vote']"
1699,"<e>Romney</e> can Kiss Obamas <a>ass</a> and mines!!! PIDD, OBAMA YOU GOT THIS #endofstory",90,"['Romney', 'Kiss', 'Obamas', 'ass', 'mine', 'PIDD', 'OBAMA', 'GOT', 'endofstory']"
1700,"President Obama <a>Destroyed</a> Mitt <e>Romney</e> in the 2nd Presidential Debate, 64-36 - Forbes http://t.co/2NKF4jeC",119,"['President', 'Obama', 'Destroyed', 'Mitt', 'Romney', 'Presidential', 'Debate', 'Forbes', 'http']"
1701,I liked a @YouTube video http://t.co/DNmnXSa1 Presidential Debate Review <e>Romney</e> hate Poor <a>47</a> <a>Percent?</a> President Obama Destroyed,148,"['like', 'YouTube', 'video', 'http', 'Presidential', 'Debate', 'Review', 'Romney', 'hate', 'Poor', 'Percent', 'President', 'Obama', 'Destroyed']"
1702,@SenJohnMcCain Eeewww! Only a GOPer can defend a <a>liar</a> like <e>Romney.</e> And wake up!! Romney got called out on his lies - on National TV,145,"['SenJohnMcCain', 'Eeewww', 'GOPer', 'defend', 'liar', 'like', 'Romney', 'wake', 'Romney', 'get', 'call', 'lie', 'National', 'TV']"
1703,<e>Women</e> will <a>suffer</a> dearly if @Romney is elected. Don't be fooled!,78,"['Women', 'suffer', 'dearly', 'Romney', 'elect', 'fool']"
1704,Mit <e>Romney</e> is full of <a>shit!</a> he is a dam lair!!!,61,"['Mit', 'Romney', 'full', 'shit', 'dam', 'lair']"
1705,I just wanna see <e>Obama</e> <a>dropkick</a> Romney right now lol,66,"['wan', 'na', 'see', 'Obama', 'dropkick', 'Romney', 'right', 'lol']"
1706,<e>Romney</e> is so <a>rude</a> .,33,"['Romney', 'rude']"
1707,You know <e>Romney's</e> <a>bad</a> when Obama makes Dubya sound almost sane compared to Romney. #p2 #tcot #p21 #debate,119,"['know', 'Romney', 'bad', 'Obama', 'make', 'Dubya', 'sound', 'almost', 'sane', 'compare', 'Romney', 'tcot', 'debate']"
1708,"President <e>Obama</e> came back <a>strong.</a> CNN official debate poll: Obama 46%, Romney 39%.",96,"['President', 'Obama', 'come', 'back', 'strong', 'CNN', 'official', 'debate', 'poll', 'Obama', 'Romney']"
1709,@_NeverAverage_ smh I <e>dislike</e> Mitt <a>Romney</a> strongly..,66,"['NeverAverage', 'smh', 'dislike', 'Mitt', 'Romney', 'strongly']"
1710,"@KarlRove <e>Romney</e> won, somehow it's hard to give victory to someone that continues to <a>lie!</a>",103,"['KarlRove', 'Romney', 'somehow', 'hard', 'give', 'victory', 'someone', 'continue', 'lie']"
1711,#UnfollowAlexThobe he's the reason why mitt <e>Romney</e> is and <a>idiot</a>,77,"['UnfollowAlexThobe', 'reason', 'mitt', 'Romney', 'idiot']"
1712,Lmfao #dead RT @GotTaBtheKicks: My TimeLine lookin likeObama Obama <e>ObamaFuck</e> <a>Romney</a> Obama ObamaAnd some hoe talkin bout she lonely,144,"['Lmfao', 'dead', 'RT', 'GotTaBtheKicks', 'TimeLine', 'lookin', 'likeObama', 'Obama', 'ObamaFuck', 'Romney', 'Obama', 'ObamaAnd', 'hoe', 'talkin', 'bout', 'lonely']"
1713,<e>Obama</e> gets <a>tough</a> on Romney in second debate http://t.co/JL9Bl1aj @abcnews,87,"['Obama', 'get', 'tough', 'Romney', 'second', 'debate', 'http', 'abcnews']"
1714,Obama should have dropped the mic after that final statement. He completely owned the #debate. <e>Romney</e> had his ass <a>kicked</a> for sure,143,"['Obama', 'drop', 'mic', 'final', 'statement', 'completely', 'own', 'debate', 'Romney', 'ass', 'kick', 'sure']"
1715,<e>Romney:</e> No One Dies From Lack of Health Insurance http://t.co/3xEoLowE #politix  <a>Idiot</a>,100,"['Romney', 'One', 'Dies', 'Lack', 'Health', 'Insurance', 'http', 'politix', 'Idiot']"
1716,Oh my fucking cat Jesus! I wanted to fuck Romney up! Obama definitely won that! <e>Romney's</e> clearly a bag full of <a>lies!#WomenForObama</a>,144,"['Oh', 'fuck', 'cat', 'Jesus', 'want', 'fuck', 'Romney', 'Obama', 'definitely', 'Romney', 'clearly', 'bag', 'full', 'lie', 'WomenForObama']"
1717,@PhillMantis Stop supporting <e>Romney</e> he's going to <a>lose</a> so just quit now....,89,"['PhillMantis', 'Stop', 'support', 'Romney', 'go', 'lose', 'quit']"
1718,"<e>Romney</e> looked @ a ""binder full of women???""  Single mothers are the cause of gun violence???   What nerve How <a>disrespectful!</a>",138,"['Romney', 'look', 'binder', 'full', 'women', 'Single', 'mother', 'cause', 'gun', 'violence', 'nerve', 'disrespectful']"
1719,"#Obama <e>Obama</e> goes on <a>attack</a> against Romney in debate rematch: HEMPSTEAD, New York (Reuters) - President Barack O... http://t.co/6n9Twwic",150,"['Obama', 'Obama', 'go', 'attack', 'Romney', 'debate', 'rematch', 'HEMPSTEAD', 'New', 'York', 'Reuters', 'President', 'Barack', 'http']"
1720,@ThickNherHips I have to admit ive NEVER heard Obama say that...Lol... But I do agree that <e>Romney</e> is <a>Worse!</a> lol...,128,"['ThickNherHips', 'admit', 'ive', 'NEVER', 'hear', 'Obama', 'say', 'Lol', 'agree', 'Romney', 'Worse', 'lol']"
1721,<e>Hate</e> <a>Romney</a> but this parody account is funny afffff @YABOYMITT,76,"['Hate', 'Romney', 'parody', 'account', 'funny', 'afffff', 'YABOYMITT']"
1722,@ChristopherFTL says the sexy man in a wife beater :) but I agree <e>Romney</e> looked like an angry out of touch old <a>fart</a>,129,"['ChristopherFTL', 'say', 'sexy', 'man', 'wife', 'beater', 'agree', 'Romney', 'look', 'like', 'angry', 'touch', 'old', 'fart']"
1723,"I don't blindly trust Obama. But Mitt <e>Romney</e> only cares about the <a>rich,</a> is homophobic, racist, sexist and so much more. SO OBAMA 2012 PLEASE",154,"['blindly', 'trust', 'Obama', 'Mitt', 'Romney', 'care', 'rich', 'homophobic', 'racist', 'sexist', 'much', 'OBAMA', 'PLEASE']"
1724,<e>Romney</e> isn't confused he's just a <a>liar.</a> smh http://t.co/Zm9iUAkN,78,"['Romney', 'confuse', 'liar', 'smh', 'http']"
1725,<e>Obama</e> clear <a>winner</a> in all major polls. Disastrous night for Romney,80,"['Obama', 'clear', 'winner', 'major', 'poll', 'Disastrous', 'night', 'Romney']"
1726,"<e>Romney</e> claimed to use a ""binder full of qualified women"" to fill jobs, but doesn't support Affirmative Action or equal pay for <a>women.</a>",147,"['Romney', 'claim', 'use', 'binder', 'full', 'qualify', 'women', 'fill', 'job', 'support', 'Affirmative', 'Action', 'equal', 'pay', 'women']"
1727,"<a>Embarrassing,</a> Romney camp sends blast from Paul Ryan on <e>""Romney</e> Crushing It."" Poor guy must have not seen the debate. #Gulp",137,"['Embarrassing', 'Romney', 'camp', 'send', 'blast', 'Paul', 'Ryan', 'Romney', 'Crushing', 'Poor', 'guy', 'must', 'see', 'debate', 'Gulp']"
1728,"Polls say <e>Obama</e> <a>won</a> the debate. Oh, time for Republicans to cry polls biased again. Course when polls said Romney won 1st, polls were fine.",153,"['Polls', 'say', 'Obama', 'debate', 'Oh', 'time', 'Republicans', 'cry', 'poll', 'bias', 'Course', 'poll', 'say', 'Romney', 'poll', 'fine']"
1729,<e>Romney</e> MUST <a>lose.</a> But that's just ONE move. Don't get me twisted. Rage Against The Machine - Testify Music Video: http://t.co/E7L2Z2BK,148,"['Romney', 'MUST', 'lose', 'ONE', 'move', 'get', 'twist', 'Rage', 'Machine', 'Testify', 'Music', 'Video', 'http']"
1730,<e>Romney</e> is <a>rude</a> though... #stopinterrupting,56,"['Romney', 'rude', 'though', 'stopinterrupting']"
1731,<e>Romney</e> was <a>lying</a> about his binder full of women.  Fact-checked here: http://t.co/gTdOPp8h,103,"['Romney', 'lie', 'binder', 'full', 'women', 'http']"
1732,"First the announcement of BEYONCE doing the Superbowl half time show, then Mr. <e>President</e> <a>spanks</a> Romney's ass...& its just Tuesday, damn.",150,"['First', 'announcement', 'BEYONCE', 'Superbowl', 'half', 'time', 'show', 'Mr', 'President', 'spank', 'Romney', 'ass', 'Tuesday', 'damn']"
1733,"@realDonaldTrump: Obama better than last time, but again, <e>@MittRomney</e> <a>wins.</a> Good night. #debate His old ass can go eat a dick",139,"['realDonaldTrump', 'Obama', 'better', 'last', 'time', 'MittRomney', 'win', 'Good', 'night', 'debate', 'old', 'ass', 'go', 'eat', 'dick']"
1734,@EroniousJones I'm not attacking. I'm just proving you <a>wrong</a> like <e>Romney</e> did to Obama twice now.,110,"['EroniousJones', 'attack', 'prove', 'wrong', 'like', 'Romney', 'Obama', 'twice']"
1735,AND I think <e>Romney</e> is really messing up with <a>women</a> voters with some of the comments he made. Not to mention he lacks specifics #cnndebate,151,"['think', 'Romney', 'really', 'mess', 'women', 'voters', 'comment', 'make', 'mention', 'lack', 'specifics', 'cnndebate']"
1736,"<e>Romney</e> needs to <a>confirm</a> with Romney to understand what the fuck Romney is saying. Make sense? NO, and neither does he.",132,"['Romney', 'need', 'confirm', 'Romney', 'understand', 'fuck', 'Romney', 'say', 'Make', 'sense', 'neither']"
1737,That's how Mormons get down LOL RT @Esquiremoore: Where can I find a binder full of <a>women?</a> Mitt <e>Romney</e> knows.  LOL!,129,"['Mormons', 'get', 'LOL', 'RT', 'Esquiremoore', 'find', 'binder', 'full', 'women', 'Mitt', 'Romney', 'know', 'LOL']"
1738,"My Timeline: Obama. obama. <e>OBAMA.</e> <a>Fuck</a> Romney. Obama, Obama, OBAMA... And Some Hoe Talkin Bout How She Lonely!",124,"['Timeline', 'Obama', 'obama', 'OBAMA', 'Fuck', 'Romney', 'Obama', 'Obama', 'OBAMA', 'Hoe', 'Talkin', 'Bout', 'Lonely']"
1739,Photo: reagan-was-a-horrible-president: Mitt <e>Romney</e> started out the debate <a>lying</a> about Pell Grants and... http://t.co/Vj5uaGEU,140,"['Photo', 'Mitt', 'Romney', 'start', 'debate', 'lie', 'Pell', 'Grants', 'http']"
1740,I wonder if <e>Romney</e> has my name in his binder full of <a>women?</a>,73,"['wonder', 'Romney', 'name', 'binder', 'full', 'women']"
1741,"<e>Fuck</e> Mitt <a>Romney,</a> mormon faggot piece of shit RT @altamirano29: Mitt",82,"['Fuck', 'Mitt', 'Romney', 'mormon', 'faggot', 'piece', 'shit', 'RT', 'Mitt']"
1742,@MittRomney @barackobama @joebiden tonight's debate showed who does have a plan being #Obama & U <e>#Romney</e> had <a>lies</a> so no I won't support U,151,"['MittRomney', 'barackobama', 'joebiden', 'tonight', 'debate', 'show', 'plan', 'Obama', 'U', 'Romney', 'lie', 'wo', 'support', 'U']"
1743,No Food .. <e>Romney's</e> <a>Fault</a> .,41,"['Food', 'Romney', 'Fault']"
1744,"only one great winner tonite, PROF. OBAMA. <e>Romney</e> snubbed single <a>parenthood.</a> He just does not get it.",115,"['one', 'great', 'winner', 'tonite', 'PROF', 'OBAMA', 'Romney', 'snub', 'single', 'parenthood', 'get']"
1745,#CNNdebateCNN you need a calculator too! It was 100% obvious that <e>Obama</e> <a>won</a> tonight's debate at 100%! Expose Romney's teary eyes!!!,145,"['CNNdebateCNN', 'need', 'calculator', 'obvious', 'Obama', 'tonight', 'debate', 'Expose', 'Romney', 'teary', 'eye']"
1746,<e>Romney</e> debate <a>performance</a> was bad so thinking of bringing Bush out of mothballs! Decide to send Ryan to Krispie Kreme to fill in donut holes,154,"['Romney', 'debate', 'performance', 'bad', 'think', 'bring', 'Bush', 'mothball', 'Decide', 'send', 'Ryan', 'Krispie', 'Kreme', 'fill', 'donut', 'hole']"
1747,"@BobMcDonnell -Clear choice is <e>Romney</e> who has his <a>values,</a> but not a shred of <a>moral</a> decency. I'm voting 4 the real deal: President Obama.",157,"['BobMcDonnell', 'Clear', 'choice', 'Romney', 'value', 'shred', 'moral', 'decency', 'vote', 'real', 'deal', 'President', 'Obama']"
1748,"<e>""Romney</e> can't even name three Ramen noodle flavors. He don't know the <a>struggle.""</a> http://t.co/dpbOoCx5",115,"['Romney', 'ca', 'even', 'name', 'three', 'Ramen', 'noodle', 'flavor', 'know', 'struggle', 'http']"
1749,"<a>Question:</a> ""What color is the sky?"" <e>Romney:</e> ""I've seen the sky all my life, I owned it. I saw Jesus, Obama never saw jesus."" NIGGA, SAY BLUE.",154,"['Question', 'color', 'sky', 'Romney', 'see', 'sky', 'life', 'own', 'saw', 'Jesus', 'Obama', 'never', 'saw', 'jesus', 'NIGGA', 'SAY', 'BLUE']"
1750,@hessicawithaj <e>Obama</e> <a>killed</a> Romney in this debate. Did you watch it?,82,"['hessicawithaj', 'Obama', 'kill', 'Romney', 'debate', 'watch']"
1751,"<e>Romney</e> said""borrow <a>money</a> from your parents for college"" that just shows Romney thinks we all have money to throw around like its nothing .",152,"['Romney', 'say', 'borrow', 'money', 'parent', 'college', 'show', 'Romney', 'think', 'money', 'throw', 'around', 'like', 'nothing']"
1752,"I <e>won't</e> <a>vote</a> for Obama for certain reasons, I won't vote for <a>Romney</a> for certain reasons. Therefore during the election ill be drunk. #cheers",161,"['wo', 'vote', 'Obama', 'certain', 'reason', 'wo', 'vote', 'Romney', 'certain', 'reason', 'Therefore', 'election', 'ill', 'drink', 'cheer']"
1753,@Jmaleee's existence. <e>Romney's</e> <a>fault.</a>,51,"['Jmaleee', 'existence', 'Romney', 'fault']"
1754,<e>Obama</e> Goes on <a>Attack</a> Against Romney in Debate Rematch: U.S. President Barack Obama and Republican rival Mitt Rom... http://t.co/IdEutA9v,150,"['Obama', 'Goes', 'Attack', 'Romney', 'Debate', 'Rematch', 'President', 'Barack', 'Obama', 'Republican', 'rival', 'Mitt', 'Rom', 'http']"
1755, VIDEO: <e>MITT ROMNEY</e> <a>BROKEN PROMISES</a>: A LOOK at <e>Romney</e>'s #Massachusetts RECORD http://t.co/GfUQUmHM @stefcutter,131,"['VIDEO', 'MITT', 'ROMNEY', 'BROKEN', 'PROMISES', 'LOOK', 'Romney', 'Massachusetts', 'RECORD', 'http', 'stefcutter']"
1756, <e>Mitt Romney</e> is a businessman who has created many <a>jobs</a> in China and elsewhere for <a>profit</a>. #FightForJobs in the USA #Sensata,145,"['Mitt', 'Romney', 'businessman', 'create', 'many', 'job', 'China', 'elsewhere', 'profit', 'FightForJobs', 'USA', 'Sensata']"
1757, @Morning_Joe I would think the <a>lies</a> <e>Ryan</e> & <e>Romney</e> tell would be more insulting,100,"['Morning_Joe', 'would', 'think', 'lie', 'Ryan', 'Romney', 'tell', 'would', 'insult']"
1758, 30 <e>Romney</e> <a>Lies</a> Nailed in Video http://t.co/TSqMh7IC,66,"['Romney', 'Lies', 'Nailed', 'Video', 'http']"
1759," <e>Mitt Romney</e>'s plan for a ""<a>middle class tax cut</a>"" would provide zero benefits to 73.9 percent of the middle class.[ThinkProgress",141,"['Mitt', 'Romney', 'plan', 'middle', 'class', 'tax', 'cut', 'would', 'provide', 'zero', 'benefit', 'percent', 'middle', 'class', 'ThinkProgress']"
1760, <a>War</a> on the streets if <e>Romney</e> <a>wins</a> http://t.co/DgyqQzXJ,76,"['War', 'streets', 'Romney', 'win', 'http']"
1761, <e>Romney</e> = <a>financial manipulator</a>,45,"['Romney', 'financial', 'manipulator']"
1762, @gotpolitics …I seriously doubt that <e>Romney</e> has <a>changed</a> many female minds...,91,"['gotpolitics', 'seriously', 'doubt', 'Romney', 'change', 'many', 'female', 'mind']"
1763, <e>Romney</e>'s <a>Latest Health Care Quote</a> Is A Reminder Of How Little He Understands The Rest Of America. | The New Republic http://t.co/LtD7173L,152,"['Romney', 'Latest', 'Health', 'Care', 'Quote', 'Reminder', 'Little', 'Understands', 'Rest', 'America', 'New', 'Republic', 'http']"
1764, Mr. <e>Romney</e> Needs a Working Calculator http://t.co/EGHmhC3w,66,"['Mr', 'Romney', 'Needs', 'Working', 'Calculator', 'http']"
1765, A <e>Romney</e>-<e>Ryan</e> victory could result in the <a>recriminalization of abortion</a> in much of America: http://t.co/VL3WAySI,134,"['victory', 'could', 'result', 'recriminalization', 'abortion', 'much', 'America', 'http']"
1766, I'm not <a>voting</a> for Shit <e>Romney</e>,45,"['vote', 'Shit', 'Romney']"
1767," Since <e>Romney</e>'s <a>tax plan</a> is ""mathematically impossible""",69,"['Since', 'Romney', 'tax', 'plan', 'mathematically', 'impossible']"
1768, I'm clearly gonna have to delete those <e>Romney</e> tweets. I only want to spread <a>true bad things </a>about him,116,"['clearly', 'gon', 'na', 'delete', 'Romney', 'tweet', 'want', 'spread', 'true', 'bad', 'things']"
1769, The only thing <e>Romney</e> ever created is <a>chaos and joblessness</a> for Americans. His <a>health care</a> in Mass was <e>Kennedy</e>'s doing. He did create <a>debt</a>.,175,"['thing', 'Romney', 'ever', 'create', 'chaos', 'joblessness', 'Americans', 'health', 'care', 'Mass', 'Kennedy', 'create', 'debt']"
1770, <e>Mitt Romney</e>'s 'new math' for <a>jobs plan</a> doesn't add up:http://t.co/YKQrzACL,89,"['Mitt', 'Romney', 'math', 'job', 'plan', 'add', 'http']"
1771, Unmasking <e>Mitt Romney</e> as an <a>economic sham</a> - Washington Post (blog) http://t.co/CYiy6E91,102,"['Unmasking', 'Mitt', 'Romney', 'economic', 'sham', 'Washington', 'Post', 'blog', 'http']"
1772, Hopeless loser <e>Romney</e> now <a>running</a> even among women in swing states,81,"['Hopeless', 'loser', 'Romney', 'run', 'even', 'among', 'women', 'swing', 'state']"
1773,I had a nightmare that <e>Mitt Romney</e> won the <a>election</a>. That shit was not pretty.,92,"['nightmare', 'Mitt', 'Romney', 'election', 'shit', 'pretty']"
1774, @auntmaryg @dailykos #<e>Romney</e> I see his smile is fake,60,"['auntmaryg', 'dailykos', 'Romney', 'see', 'smile', 'fake']"
1775, <e>Economists</e> believe <e>Romney</e>'s <a>economic plan</a> will take US into recession; at best +87K jobs,110,"['Economists', 'believe', 'Romney', 'economic', 'plan', 'take', 'US', 'recession', 'best', 'job']"
1776, <e>Romney</e> would <a>claim</a> some lie tonight,50,"['Romney', 'would', 'claim', 'lie', 'tonight']"
1777, From the new http://t.co/sPq6J46O: Basis for <e>Romney</e>'s <a>tax plan</a> questioned http://t.co/5GCWDy6Q #cnn,114,"['new', 'http', 'Basis', 'Romney', 'tax', 'plan', 'question', 'http', 'cnn']"
1778, <e>Romney</e> <a>Learning</a> How To Pretend To Be Human http://t.co/oCQBXJcF,78,"['Romney', 'Learning', 'Pretend', 'Human', 'http']"
1779, I find it astounding that so many are willing and ready to <a>vote</a> for <e>Romney</e>. Are ppl gullible or just profoundly stupid?,134,"['find', 'astound', 'many', 'will', 'ready', 'vote', 'Romney', 'ppl', 'gullible', 'profoundly', 'stupid']"
1780,You know I've been thinking. Why is anybody <a>voting</a> for <e>Romney</e>? Like <e>he</e> has yet to say his plan that will HELP the <a>economy</a>. #confused,160,"['know', 'think', 'anybody', 'vote', 'Romney', 'Like', 'yet', 'say', 'plan', 'HELP', 'economy', 'confuse']"
1781, 2nd Presidential Debate tonight. Lets see if <e>Mitt Romney</e> <a>say</a> something stupid again,98,"['Presidential', 'Debate', 'tonight', 'Lets', 'see', 'Mitt', 'Romney', 'say', 'something', 'stupid']"
1782, <e>Romney</e> is the <a>epitome of a contradiction</a>.,56,"['Romney', 'epitome', 'contradiction']"
